You like pizza.	你喜欢披萨。
Emma want bread.	艾玛想要面包。
Emma eat dumplings.	艾玛吃饺子。
John eat bread.	约翰吃面包。
Mary is a doctor.	玛丽是医生。
Mary eat salad.	玛丽吃沙拉。
Tom eat salad.	汤姆吃沙拉。
You like salad.	你喜欢沙拉。
We want noodles.	我们想要面条。
Tom want ice cream.	汤姆想要冰淇淋。
Lucy eat noodles.	露西吃面条。
Emma like dumplings.	艾玛喜欢饺子。
You eat ice cream.	你吃冰淇淋。
I like bread.	我喜欢面包。
They like dumplings.	他们喜欢饺子。
Lucy like ice cream.	露西喜欢冰淇淋。
Mike want ice cream.	迈克想要冰淇淋。
Mary is a student.	玛丽是学生。
We are a cook.	我们是厨师。
I eat bread.	我吃面包。
We eat salad.	我们吃沙拉。
David eat noodles.	大卫吃面条。
David is a student.	大卫是学生。
Emma eat soup.	艾玛吃汤。
We eat pizza.	我们吃披萨。
Lucy eat noodles.	露西吃面条。
You eat bread.	你吃面包。
Anna eat soup.	安娜吃汤。
John eat ice cream.	约翰吃冰淇淋。
Anna eat pizza.	安娜吃披萨。
John want ice cream.	约翰想要冰淇淋。
John like bread.	约翰喜欢面包。
Mike eat noodles.	迈克吃面条。
Anna eat soup.	安娜吃汤。
Where is the restaurant?	餐厅在哪里？
Mary want salad.	玛丽想要沙拉。
Mike like dumplings.	迈克喜欢饺子。
Mary like rice.	玛丽喜欢米饭。
We eat noodles.	我们吃面条。
You like salad.	你喜欢沙拉。
We are a designer.	我们是设计师。
Emma like ice cream.	艾玛喜欢冰淇淋。
Emma is a designer.	艾玛是设计师。
Emma is a driver.	艾玛是司机。
We are a designer.	我们是设计师。
They eat dumplings.	他们吃饺子。
Lucy want salad.	露西想要沙拉。
Mike want salad.	迈克想要沙拉。
Lucy like pizza.	露西喜欢披萨。
You are a cook.	你是厨师。
Emma like bread.	艾玛喜欢面包。
We are an engineer.	我们是工程师。
I like bread.	我喜欢面包。
John is a nurse.	约翰是护士。
David like bread.	大卫喜欢面包。
Tom like soup.	汤姆喜欢汤。
Emma like soup.	艾玛喜欢汤。
Tom like bread.	汤姆喜欢面包。
I am a student.	我是学生。
Emma want pizza.	艾玛想要披萨。
Mike want pizza.	迈克想要披萨。
They want salad.	他们想要沙拉。
Anna is an engineer.	安娜是工程师。
We like bread.	我们喜欢面包。
Where is the supermarket?	超市在哪里？
John eat noodles.	约翰吃面条。
Mike is a nurse.	迈克是护士。
They eat rice.	他们吃米饭。
We want noodles.	我们想要面条。
We want rice.	我们想要米饭。
David is a doctor.	大卫是医生。
We are a doctor.	我们是医生。
Anna eat dumplings.	安娜吃饺子。
Mike is a driver.	迈克是司机。
Mary like dumplings.	玛丽喜欢饺子。
David like rice.	大卫喜欢米饭。
Lucy like dumplings.	露西喜欢饺子。
Tom want ice cream.	汤姆想要冰淇淋。
Emma want dumplings.	艾玛想要饺子。
Anna is a nurse.	安娜是护士。
Mike want noodles.	迈克想要面条。
They are a cook.	他们是厨师。
David is a doctor.	大卫是医生。
You eat salad.	你吃沙拉。
Mary is a nurse.	玛丽是护士。
Mary want soup.	玛丽想要汤。
John eat salad.	约翰吃沙拉。
I am an engineer.	我是工程师。
David like soup.	大卫喜欢汤。
We like pizza.	我们喜欢披萨。
Mike eat salad.	迈克吃沙拉。
We like rice.	我们喜欢米饭。
Mary like ice cream.	玛丽喜欢冰淇淋。
Lucy want noodles.	露西想要面条。
Mike eat rice.	迈克吃米饭。
Emma eat pizza.	艾玛吃披萨。
They like rice.	他们喜欢米饭。
Mike eat salad.	迈克吃沙拉。
Emma eat dumplings.	艾玛吃饺子。
We want bread.	我们想要面包。
You are an engineer.	你是工程师。
David eat salad.	大卫吃沙拉。
Emma want noodles.	艾玛想要面条。
They eat noodles.	他们吃面条。
You want noodles.	你想要面条。
Anna want salad.	安娜想要沙拉。
David like noodles.	大卫喜欢面条。
Tom eat soup.	汤姆吃汤。
Anna want bread.	安娜想要面包。
Mike like soup.	迈克喜欢汤。
Mike like soup.	迈克喜欢汤。
I eat bread.	我吃面包。
We like ice cream.	我们喜欢冰淇淋。
I am a designer.	我是设计师。
Tom like bread.	汤姆喜欢面包。
Emma is an engineer.	艾玛是工程师。
I want rice.	我想要米饭。
David eat pizza.	大卫吃披萨。
We are a designer.	我们是设计师。
Mary is a driver.	玛丽是司机。
John eat salad.	约翰吃沙拉。
Mary like bread.	玛丽喜欢面包。
David like noodles.	大卫喜欢面条。
John eat rice.	约翰吃米饭。
Mike eat salad.	迈克吃沙拉。
I eat ice cream.	我吃冰淇淋。
Emma eat ice cream.	艾玛吃冰淇淋。
They eat pizza.	他们吃披萨。
I like dumplings.	我喜欢饺子。
Anna like soup.	安娜喜欢汤。
Anna eat bread.	安娜吃面包。
Emma is an engineer.	艾玛是工程师。
They like rice.	他们喜欢米饭。
Mary eat noodles.	玛丽吃面条。
David like pizza.	大卫喜欢披萨。
Anna want pizza.	安娜想要披萨。
Emma like noodles.	艾玛喜欢面条。
Anna eat ice cream.	安娜吃冰淇淋。
I am a cook.	我是厨师。
Anna is a driver.	安娜是司机。
I am an engineer.	我是工程师。
They eat bread.	他们吃面包。
You like dumplings.	你喜欢饺子。
They are a cook.	他们是厨师。
Mike want noodles.	迈克想要面条。
David want salad.	大卫想要沙拉。
They like soup.	他们喜欢汤。
You are a teacher.	你是老师。
Emma is an engineer.	艾玛是工程师。
Emma like dumplings.	艾玛喜欢饺子。
You like bread.	你喜欢面包。
Mary eat soup.	玛丽吃汤。
They are a driver.	他们是司机。
David like soup.	大卫喜欢汤。
John eat soup.	约翰吃汤。
Anna want bread.	安娜想要面包。
Tom is a student.	汤姆是学生。
Mary is a driver.	玛丽是司机。
David want salad.	大卫想要沙拉。
Mary want ice cream.	玛丽想要冰淇淋。
Anna like noodles.	安娜喜欢面条。
David like bread.	大卫喜欢面包。
Mary like bread.	玛丽喜欢面包。
David like rice.	大卫喜欢米饭。
I want ice cream.	我想要冰淇淋。
Mike like ice cream.	迈克喜欢冰淇淋。
You eat bread.	你吃面包。
David is a student.	大卫是学生。
You like pizza.	你喜欢披萨。
John want ice cream.	约翰想要冰淇淋。
David eat ice cream.	大卫吃冰淇淋。
John eat bread.	约翰吃面包。
Emma is a designer.	艾玛是设计师。
David like pizza.	大卫喜欢披萨。
You are an engineer.	你是工程师。
Lucy like bread.	露西喜欢面包。
Lucy like bread.	露西喜欢面包。
You like pizza.	你喜欢披萨。
David like dumplings.	大卫喜欢饺子。
Tom want noodles.	汤姆想要面条。
We eat pizza.	我们吃披萨。
John want rice.	约翰想要米饭。
They want salad.	他们想要沙拉。
You eat noodles.	你吃面条。
We are a driver.	我们是司机。
Tom want bread.	汤姆想要面包。
Mary eat noodles.	玛丽吃面条。
They like soup.	他们喜欢汤。
They like bread.	他们喜欢面包。
We eat salad.	我们吃沙拉。
They want salad.	他们想要沙拉。
They eat salad.	他们吃沙拉。
You are a nurse.	你是护士。
John want soup.	约翰想要汤。
Emma eat noodles.	艾玛吃面条。
John like pizza.	约翰喜欢披萨。
We are a driver.	我们是司机。
They are an engineer.	他们是工程师。
You eat dumplings.	你吃饺子。
They want rice.	他们想要米饭。
You like noodles.	你喜欢面条。
John like pizza.	约翰喜欢披萨。
You like bread.	你喜欢面包。
They like rice.	他们喜欢米饭。
Emma eat pizza.	艾玛吃披萨。
Mary like noodles.	玛丽喜欢面条。
We want ice cream.	我们想要冰淇淋。
Emma want dumplings.	艾玛想要饺子。
David eat bread.	大卫吃面包。
Mike eat bread.	迈克吃面包。
David is a nurse.	大卫是护士。
Tom want salad.	汤姆想要沙拉。
John like salad.	约翰喜欢沙拉。
We are a teacher.	我们是老师。
John eat ice cream.	约翰吃冰淇淋。
Emma want bread.	艾玛想要面包。
We want pizza.	我们想要披萨。
John is a cook.	约翰是厨师。
We like rice.	我们喜欢米饭。
They eat rice.	他们吃米饭。
Emma want bread.	艾玛想要面包。
David is an engineer.	大卫是工程师。
Lucy like noodles.	露西喜欢面条。
They want ice cream.	他们想要冰淇淋。
David like noodles.	大卫喜欢面条。
Emma like ice cream.	艾玛喜欢冰淇淋。
I like soup.	我喜欢汤。
Tom want rice.	汤姆想要米饭。
David want noodles.	大卫想要面条。
Tom want pizza.	汤姆想要披萨。
Where is the library?	图书馆在哪里？
You like rice.	你喜欢米饭。
You eat ice cream.	你吃冰淇淋。
Emma is a teacher.	艾玛是老师。
Emma want bread.	艾玛想要面包。
Anna eat soup.	安娜吃汤。
They want bread.	他们想要面包。
We are a cook.	我们是厨师。
They want rice.	他们想要米饭。
We eat dumplings.	我们吃饺子。
Anna want ice cream.	安娜想要冰淇淋。
I like bread.	我喜欢面包。
Emma eat salad.	艾玛吃沙拉。
Tom want rice.	汤姆想要米饭。
John eat soup.	约翰吃汤。
You eat pizza.	你吃披萨。
You are a cook.	你是厨师。
You are a student.	你是学生。
I eat rice.	我吃米饭。
Mary want bread.	玛丽想要面包。
Mary want salad.	玛丽想要沙拉。
You are an engineer.	你是工程师。
You eat salad.	你吃沙拉。
David like dumplings.	大卫喜欢饺子。
David eat pizza.	大卫吃披萨。
They want dumplings.	他们想要饺子。
David is a teacher.	大卫是老师。
Tom like rice.	汤姆喜欢米饭。
David like salad.	大卫喜欢沙拉。
John like pizza.	约翰喜欢披萨。
Mike eat soup.	迈克吃汤。
John is a teacher.	约翰是老师。
David like bread.	大卫喜欢面包。
David is a driver.	大卫是司机。
Emma like dumplings.	艾玛喜欢饺子。
Mary like dumplings.	玛丽喜欢饺子。
You like dumplings.	你喜欢饺子。
Emma is a cook.	艾玛是厨师。
Mike is a student.	迈克是学生。
Anna like bread.	安娜喜欢面包。
They want rice.	他们想要米饭。
Tom like salad.	汤姆喜欢沙拉。
Mary is a teacher.	玛丽是老师。
Mike want salad.	迈克想要沙拉。
John is a designer.	约翰是设计师。
Lucy is a doctor.	露西是医生。
Mary want noodles.	玛丽想要面条。
Tom is a designer.	汤姆是设计师。
Lucy want pizza.	露西想要披萨。
I am a teacher.	我是老师。
John want noodles.	约翰想要面条。
David want ice cream.	大卫想要冰淇淋。
Tom want salad.	汤姆想要沙拉。
Emma like noodles.	艾玛喜欢面条。
David want noodles.	大卫想要面条。
Anna is a teacher.	安娜是老师。
They eat dumplings.	他们吃饺子。
Mary like dumplings.	玛丽喜欢饺子。
Emma like dumplings.	艾玛喜欢饺子。
Emma like soup.	艾玛喜欢汤。
Anna eat dumplings.	安娜吃饺子。
Emma want rice.	艾玛想要米饭。
Mary want salad.	玛丽想要沙拉。
Anna want salad.	安娜想要沙拉。
I eat bread.	我吃面包。
Anna want ice cream.	安娜想要冰淇淋。
You like pizza.	你喜欢披萨。
Lucy want ice cream.	露西想要冰淇淋。
You want rice.	你想要米饭。
I want noodles.	我想要面条。
John is a teacher.	约翰是老师。
Tom like salad.	汤姆喜欢沙拉。
Mary want noodles.	玛丽想要面条。
They are a driver.	他们是司机。
John eat soup.	约翰吃汤。
Anna is a driver.	安娜是司机。
Tom eat soup.	汤姆吃汤。
John is a doctor.	约翰是医生。
Tom is a nurse.	汤姆是护士。
We like pizza.	我们喜欢披萨。
Emma is a cook.	艾玛是厨师。
They want ice cream.	他们想要冰淇淋。
Anna like salad.	安娜喜欢沙拉。
Mike want ice cream.	迈克想要冰淇淋。
Emma is a cook.	艾玛是厨师。
Anna eat soup.	安娜吃汤。
You eat rice.	你吃米饭。
You are a designer.	你是设计师。
David eat noodles.	大卫吃面条。
John eat rice.	约翰吃米饭。
Mary like soup.	玛丽喜欢汤。
You want rice.	你想要米饭。
Emma want dumplings.	艾玛想要饺子。
Anna like pizza.	安娜喜欢披萨。
They eat bread.	他们吃面包。
I want noodles.	我想要面条。
Lucy is a cook.	露西是厨师。
You like salad.	你喜欢沙拉。
Emma like salad.	艾玛喜欢沙拉。
David is a student.	大卫是学生。
David like dumplings.	大卫喜欢饺子。
Emma is a teacher.	艾玛是老师。
David eat dumplings.	大卫吃饺子。
Lucy eat dumplings.	露西吃饺子。
Lucy eat noodles.	露西吃面条。
I like salad.	我喜欢沙拉。
John like dumplings.	约翰喜欢饺子。
Lucy is a doctor.	露西是医生。
David like dumplings.	大卫喜欢饺子。
Emma eat soup.	艾玛吃汤。
They want salad.	他们想要沙拉。
They like dumplings.	他们喜欢饺子。
I eat soup.	我吃汤。
I want rice.	我想要米饭。
You want rice.	你想要米饭。
We want ice cream.	我们想要冰淇淋。
They want ice cream.	他们想要冰淇淋。
They like salad.	他们喜欢沙拉。
David eat dumplings.	大卫吃饺子。
Emma eat pizza.	艾玛吃披萨。
They are a designer.	他们是设计师。
I am a doctor.	我是医生。
You like salad.	你喜欢沙拉。
Mike want ice cream.	迈克想要冰淇淋。
Lucy eat pizza.	露西吃披萨。
Lucy is a student.	露西是学生。
I like dumplings.	我喜欢饺子。
Emma is a teacher.	艾玛是老师。
I am a nurse.	我是护士。
Lucy is a nurse.	露西是护士。
Mike want soup.	迈克想要汤。
You eat ice cream.	你吃冰淇淋。
John is a driver.	约翰是司机。
Lucy want rice.	露西想要米饭。
You like bread.	你喜欢面包。
Lucy want salad.	露西想要沙拉。
Emma is a driver.	艾玛是司机。
Lucy eat salad.	露西吃沙拉。
Mike want ice cream.	迈克想要冰淇淋。
I want pizza.	我想要披萨。
Mike like rice.	迈克喜欢米饭。
David want pizza.	大卫想要披萨。
Mary is an engineer.	玛丽是工程师。
Emma eat dumplings.	艾玛吃饺子。
We want bread.	我们想要面包。
They like pizza.	他们喜欢披萨。
Emma want dumplings.	艾玛想要饺子。
John is a cook.	约翰是厨师。
Lucy like bread.	露西喜欢面包。
Emma eat ice cream.	艾玛吃冰淇淋。
Mary eat noodles.	玛丽吃面条。
I am a teacher.	我是老师。
Mike want ice cream.	迈克想要冰淇淋。
Mike is a driver.	迈克是司机。
They are a student.	他们是学生。
Mary eat rice.	玛丽吃米饭。
Anna eat ice cream.	安娜吃冰淇淋。
John like salad.	约翰喜欢沙拉。
You want soup.	你想要汤。
